"","TEAM_NAME","TEAM_ID","GAME_ID","GAME_DATE","MATCHUP","game_number","version","OPP_NAME","matchup_start","round","matchup_full","TEAM_COLOR","OPP_COLOR","season"
"72","LA Clippers","1610612746","0042200174","2023-04-22","LAC vs. PHX","Game 4","Thu Apr 24 23:18:43","Phoenix Suns","2023-04-16",1,"Round 1: LAC vs. PHX, Game 4","#5D76A9","#1D1160","2022-23"
"73","LA Clippers","1610612746","0042200175","2023-04-25","LAC vs. PHX","Game 5","Thu Apr 24 23:18:43","Phoenix Suns","2023-04-16",1,"Round 1: LAC vs. PHX, Game 5","#5D76A9","#1D1160","2022-23"
"74","Los Angeles Lakers","1610612747","0042200151","2023-04-16","LAL vs. MEM","Game 1","Thu Apr 24 23:18:43","Memphis Grizzlies","2023-04-16",1,"Round 1: LAL vs. MEM, Game 1","#552583","#5D76A9","2022-23"
"75","Los Angeles Lakers","1610612747","0042200152","2023-04-19","LAL vs. MEM","Game 2","Thu Apr 24 23:18:43","Memphis Grizzlies","2023-04-16",1,"Round 1: LAL vs. MEM, Game 2","#552583","#5D76A9","2022-23"
"76","Los Angeles Lakers","1610612747","0042200153","2023-04-22","LAL vs. MEM","Game 3","Thu Apr 24 23:18:43","Memphis Grizzlies","2023-04-16",1,"Round 1: LAL vs. MEM, Game 3","#552583","#5D76A9","2022-23"
"77","Los Angeles Lakers","1610612747","0042200154","2023-04-24","LAL vs. MEM","Game 4","Thu Apr 24 23:18:43","Memphis Grizzlies","2023-04-16",1,"Round 1: LAL vs. MEM, Game 4","#552583","#5D76A9","2022-23"
"78","Los Angeles Lakers","1610612747","0042200155","2023-04-26","LAL vs. MEM","Game 5","Thu Apr 24 23:18:43","Memphis Grizzlies","2023-04-16",1,"Round 1: LAL vs. MEM, Game 5","#552583","#5D76A9","2022-23"
"79","Los Angeles Lakers","1610612747","0042200156","2023-04-28","LAL vs. MEM","Game 6","Thu Apr 24 23:18:43","Memphis Grizzlies","2023-04-16",1,"Round 1: LAL vs. MEM, Game 6","#552583","#5D76A9","2022-23"
"80","Los Angeles Lakers","1610612747","0042200231","2023-05-02","LAL vs. GSW","Game 1","Thu Apr 24 23:18:43","Golden State Warriors","2023-05-02",2,"Round 2: LAL vs. GSW, Game 1","#552583","#1D428A","2022-23"
"81","Los Angeles Lakers","1610612747","0042200232","2023-05-04","LAL vs. GSW","Game 2","Thu Apr 24 23:18:43","Golden State Warriors","2023-05-02",2,"Round 2: LAL vs. GSW, Game 2","#552583","#1D428A","2022-23"
"82","Los Angeles Lakers","1610612747","0042200233","2023-05-06","LAL vs. GSW","Game 3","Thu Apr 24 23:18:43","Golden State Warriors","2023-05-02",2,"Round 2: LAL vs. GSW, Game 3","#552583","#1D428A","2022-23"
"83","Los Angeles Lakers","1610612747","0042200234","2023-05-08","LAL vs. GSW","Game 4","Thu Apr 24 23:18:43","Golden State Warriors","2023-05-02",2,"Round 2: LAL vs. GSW, Game 4","#552583","#1D428A","2022-23"
"84","Los Angeles Lakers","1610612747","0042200235","2023-05-10","LAL vs. GSW","Game 5","Thu Apr 24 23:18:43","Golden State Warriors","2023-05-02",2,"Round 2: LAL vs. GSW, Game 5","#552583","#1D428A","2022-23"
"85","Los Angeles Lakers","1610612747","0042200236","2023-05-12","LAL vs. GSW","Game 6","Thu Apr 24 23:18:43","Golden State Warriors","2023-05-02",2,"Round 2: LAL vs. GSW, Game 6","#552583","#1D428A","2022-23"
"86","Los Angeles Lakers","1610612747","0042200311","2023-05-16","LAL vs. DEN","Game 1","Thu Apr 24 23:18:43","Denver Nuggets","2023-05-16",3,"Round 3: LAL vs. DEN, Game 1","#552583","#0E2240","2022-23"
"87","Los Angeles Lakers","1610612747","0042200312","2023-05-18","LAL vs. DEN","Game 2","Thu Apr 24 23:18:43","Denver Nuggets","2023-05-16",3,"Round 3: LAL vs. DEN, Game 2","#552583","#0E2240","2022-23"
"88","Los Angeles Lakers","1610612747","0042200313","2023-05-20","LAL vs. DEN","Game 3","Thu Apr 24 23:18:43","Denver Nuggets","2023-05-16",3,"Round 3: LAL vs. DEN, Game 3","#552583","#0E2240","2022-23"
"89","Los Angeles Lakers","1610612747","0042200314","2023-05-22","LAL vs. DEN","Game 4","Thu Apr 24 23:18:43","Denver Nuggets","2023-05-16",3,"Round 3: LAL vs. DEN, Game 4","#552583","#0E2240","2022-23"
"90","Memphis Grizzlies","1610612763","0042200151","2023-04-16","MEM vs. LAL","Game 1","Thu Apr 24 23:18:43","Los Angeles Lakers","2023-04-16",1,"Round 1: MEM vs. LAL, Game 1","#5D76A9","#552583","2022-23"
"91","Memphis Grizzlies","1610612763","0042200152","2023-04-19","MEM vs. LAL","Game 2","Thu Apr 24 23:18:43","Los Angeles Lakers","2023-04-16",1,"Round 1: MEM vs. LAL, Game 2","#5D76A9","#552583","2022-23"
"92","Memphis Grizzlies","1610612763","0042200153","2023-04-22","MEM vs. LAL","Game 3","Thu Apr 24 23:18:43","Los Angeles Lakers","2023-04-16",1,"Round 1: MEM vs. LAL, Game 3","#5D76A9","#552583","2022-23"
"93","Memphis Grizzlies","1610612763","0042200154","2023-04-24","MEM vs. LAL","Game 4","Thu Apr 24 23:18:43","Los Angeles Lakers","2023-04-16",1,"Round 1: MEM vs. LAL, Game 4","#5D76A9","#552583","2022-23"
"94","Memphis Grizzlies","1610612763","0042200155","2023-04-26","MEM vs. LAL","Game 5","Thu Apr 24 23:18:43","Los Angeles Lakers","2023-04-16",1,"Round 1: MEM vs. LAL, Game 5","#5D76A9","#552583","2022-23"
"95","Memphis Grizzlies","1610612763","0042200156","2023-04-28","MEM vs. LAL","Game 6","Thu Apr 24 23:18:43","Los Angeles Lakers","2023-04-16",1,"Round 1: MEM vs. LAL, Game 6","#5D76A9","#552583","2022-23"
"96","Miami Heat","1610612748","0042200101","2023-04-16","MIA vs. MIL","Game 1","Thu Apr 24 23:18:43","Milwaukee Bucks","2023-04-16",1,"Round 1: MIA vs. MIL, Game 1","#98002E","#00471B","2022-23"
"97","Miami Heat","1610612748","0042200102","2023-04-19","MIA vs. MIL","Game 2","Thu Apr 24 23:18:43","Milwaukee Bucks","2023-04-16",1,"Round 1: MIA vs. MIL, Game 2","#98002E","#00471B","2022-23"
"98","Miami Heat","1610612748","0042200103","2023-04-22","MIA vs. MIL","Game 3","Thu Apr 24 23:18:43","Milwaukee Bucks","2023-04-16",1,"Round 1: MIA vs. MIL, Game 3","#98002E","#00471B","2022-23"
"99","Miami Heat","1610612748","0042200104","2023-04-24","MIA vs. MIL","Game 4","Thu Apr 24 23:18:43","Milwaukee Bucks","2023-04-16",1,"Round 1: MIA vs. MIL, Game 4","#98002E","#00471B","2022-23"
"100","Miami Heat","1610612748","0042200105","2023-04-26","MIA vs. MIL","Game 5","Thu Apr 24 23:18:43","Milwaukee Bucks","2023-04-16",1,"Round 1: MIA vs. MIL, Game 5","#98002E","#00471B","2022-23"
"101","Miami Heat","1610612748","0042200201","2023-04-30","MIA vs. NYK","Game 1","Thu Apr 24 23:18:43","New York Knicks","2023-04-30",2,"Round 2: MIA vs. NYK, Game 1","#98002E","#006BB6","2022-23"
"102","Miami Heat","1610612748","0042200202","2023-05-02","MIA vs. NYK","Game 2","Thu Apr 24 23:18:43","New York Knicks","2023-04-30",2,"Round 2: MIA vs. NYK, Game 2","#98002E","#006BB6","2022-23"
"103","Miami Heat","1610612748","0042200203","2023-05-06","MIA vs. NYK","Game 3","Thu Apr 24 23:18:43","New York Knicks","2023-04-30",2,"Round 2: MIA vs. NYK, Game 3","#98002E","#006BB6","2022-23"
"104","Miami Heat","1610612748","0042200204","2023-05-08","MIA vs. NYK","Game 4","Thu Apr 24 23:18:43","New York Knicks","2023-04-30",2,"Round 2: MIA vs. NYK, Game 4","#98002E","#006BB6","2022-23"
"105","Miami Heat","1610612748","0042200205","2023-05-10","MIA vs. NYK","Game 5","Thu Apr 24 23:18:43","New York Knicks","2023-04-30",2,"Round 2: MIA vs. NYK, Game 5","#98002E","#006BB6","2022-23"
"106","Miami Heat","1610612748","0042200206","2023-05-12","MIA vs. NYK","Game 6","Thu Apr 24 23:18:43","New York Knicks","2023-04-30",2,"Round 2: MIA vs. NYK, Game 6","#98002E","#006BB6","2022-23"
"107","Miami Heat","1610612748","0042200301","2023-05-17","MIA vs. BOS","Game 1","Thu Apr 24 23:18:43","Boston Celtics","2023-05-17",3,"Round 3: MIA vs. BOS, Game 1","#98002E","#007A33","2022-23"
"108","Miami Heat","1610612748","0042200302","2023-05-19","MIA vs. BOS","Game 2","Thu Apr 24 23:18:43","Boston Celtics","2023-05-17",3,"Round 3: MIA vs. BOS, Game 2","#98002E","#007A33","2022-23"
"109","Miami Heat","1610612748","0042200303","2023-05-21","MIA vs. BOS","Game 3","Thu Apr 24 23:18:43","Boston Celtics","2023-05-17",3,"Round 3: MIA vs. BOS, Game 3","#98002E","#007A33","2022-23"
"110","Miami Heat","1610612748","0042200304","2023-05-23","MIA vs. BOS","Game 4","Thu Apr 24 23:18:43","Boston Celtics","2023-05-17",3,"Round 3: MIA vs. BOS, Game 4","#98002E","#007A33","2022-23"
"111","Miami Heat","1610612748","0042200305","2023-05-25","MIA vs. BOS","Game 5","Thu Apr 24 23:18:43","Boston Celtics","2023-05-17",3,"Round 3: MIA vs. BOS, Game 5","#98002E","#007A33","2022-23"
"112","Miami Heat","1610612748","0042200306","2023-05-27","MIA vs. BOS","Game 6","Thu Apr 24 23:18:43","Boston Celtics","2023-05-17",3,"Round 3: MIA vs. BOS, Game 6","#98002E","#007A33","2022-23"
"113","Miami Heat","1610612748","0042200307","2023-05-29","MIA vs. BOS","Game 7","Thu Apr 24 23:18:43","Boston Celtics","2023-05-17",3,"Round 3: MIA vs. BOS, Game 7","#98002E","#007A33","2022-23"
"114","Miami Heat","1610612748","0042200401","2023-06-01","MIA vs. DEN","Game 1","Thu Apr 24 23:18:43","Denver Nuggets","2023-06-01",4,"Round 4: MIA vs. DEN, Game 1","#98002E","#0E2240","2022-23"
"115","Miami Heat","1610612748","0042200402","2023-06-04","MIA vs. DEN","Game 2","Thu Apr 24 23:18:43","Denver Nuggets","2023-06-01",4,"Round 4: MIA vs. DEN, Game 2","#98002E","#0E2240","2022-23"
"116","Miami Heat","1610612748","0042200403","2023-06-07","MIA vs. DEN","Game 3","Thu Apr 24 23:18:43","Denver Nuggets","2023-06-01",4,"Round 4: MIA vs. DEN, Game 3","#98002E","#0E2240","2022-23"
"117","Miami Heat","1610612748","0042200404","2023-06-09","MIA vs. DEN","Game 4","Thu Apr 24 23:18:43","Denver Nuggets","2023-06-01",4,"Round 4: MIA vs. DEN, Game 4","#98002E","#0E2240","2022-23"
"118","Miami Heat","1610612748","0042200405","2023-06-12","MIA vs. DEN","Game 5","Thu Apr 24 23:18:43","Denver Nuggets","2023-06-01",4,"Round 4: MIA vs. DEN, Game 5","#98002E","#0E2240","2022-23"
"119","Milwaukee Bucks","1610612749","0042200101","2023-04-16","MIL vs. MIA","Game 1","Thu Apr 24 23:18:43","Miami Heat","2023-04-16",1,"Round 1: MIL vs. MIA, Game 1","#00471B","#98002E","2022-23"
"120","Milwaukee Bucks","1610612749","0042200102","2023-04-19","MIL vs. MIA","Game 2","Thu Apr 24 23:18:43","Miami Heat","2023-04-16",1,"Round 1: MIL vs. MIA, Game 2","#00471B","#98002E","2022-23"
